,0
0,0.830004010486234
1,0.6628192219572708
2,0.6093504741811311
3,0.5869074320327561
4,0.5768795020647339
5,0.5722126177947247
6,0.5733875673419621
7,0.572987453729384
8,0.5751804564535385
9,0.5800310812887496
10,0.584016312495934
11,0.5878318218102749
12,0.5922967876953195
13,0.5975490000515176
14,0.601581779115939
15,0.6069628149747696
16,0.6096961855470617
17,0.6140620116119935
18,0.6170166148233461
19,0.6213763601658046
