,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42
0,0.005,10000,1,1.6056393854165285,1.5902113259831405,1.5690889531566514,1.5153528507954266,1.450185215821525,1.4064634303904755,1.3762319497390643,1.3544672203256756,1.3381473457240656,1.3254682444850143,1.3153314672970353,1.3070429683676357,1.3001439389750022,1.2943170888107565,1.2893342030392776,1.285025924018216,1.2812635666160896,1.2779476122772029,1.2750000628619083,1.2723591394059957,1.2699754810033113,1.2678093492536429,1.2658285330779615,1.2640067559538304,1.262322451653221,1.2607578148157037,1.2592980591623046,1.25793083421306,1.2566457640407833,1.2554340806749222,1.2542883313871773,1.2532021439768521,1.2521700378211256,1.2511872712032455,1.2502497175188905,1.2493537645581094,1.248496232290664,1.2476743055362247,1.2468854786441954,1.246127509890293
1,0.005,10000,2,1.6040509460750134,1.589846106552963,1.5702391195130205,1.5183820854640837,1.4526059452618214,1.4066876936782595,1.3749273161608546,1.352902609786,1.337439879114572,1.3263708728066392,1.3182559147959354,1.312152055600729,1.3074433766035627,1.3037252947253322,1.3007287476451659,1.2982715920980887,1.2962277905398183,1.2945079477845598,1.293046994003659,1.2917963389599598,1.2907188199377684,1.2897853998679596,1.288972968867761,1.2882628483558716,1.2876397485942048,1.2870910238727122,1.2866061270474682,1.2861762006502901,1.285793763838759,1.2854524682625401,1.2851469046652828,1.2848724476584628,1.284625129775768,1.2844015383662715,1.2841987305553684,1.2840141626686765,1.2838456313472921,1.283691224191337,1.2835492782223588,1.2834183447993834
2,0.005,10000,3,1.6050170733942661,1.5908104332056088,1.5711241027197385,1.5193201734834467,1.4534771068153765,1.4074780508703915,1.3756433434212108,1.3535608649055937,1.3380595127413681,1.326969560392676,1.3188482691594385,1.3127494194203628,1.3080542232928674,1.3043558079835025,1.3013833793978316,1.2989535254652487,1.2969392955206804,1.2952506422590446,1.2938220298078864,1.2926045322149569,1.2915607414950785,1.290661437962427,1.2898833727416503,1.2892077589960167,1.2886192207837484,1.2881050423823646,1.2876546188429785,1.287259044354043,1.2869107972602336,1.2866034945355729,1.2863316973505636,1.2860907550538405,1.2858766786021756,1.2856860369486156,1.2855158715859463,1.2853636256194834,1.2852270845830855,1.285104326825133,1.284993681747578,1.2848936945272798
3,0.005,128,1,1.4028464453627936,1.2633476425019936,1.2316857639608128,1.218678766481328,1.2109196505313542,1.2058253788765452,1.202131040125073,1.1993191257297147,1.1971119881935952,1.195341058466079,1.193896271445117,1.1927019343421859,1.1917038730510032,1.1908620886556371,1.1901463237278513,1.1895332527381968,1.1890046233709568,1.1885459800855667,1.188145759521816,1.1877946326848943,1.18748501654665,1.1872107053511578,1.1869665885444243,1.1867484326223414,1.1865527108910587,1.18637646960216,1.186217221991516,1.1860728639081255,1.1859416062694097,1.18582192071291,1.185712495655132,1.1856122005993661,1.1855200570125823,1.1854352144568872,1.1853569309420287,1.1852845566828274,1.185217520614397,1.1851553191500015,1.1850975067698941,1.1850436881109518
4,0.005,128,2,1.4056876978222654,1.2898620888332653,1.2810209260263983,1.2789394584988556,1.2776178394899558,1.2767716580703343,1.2761941268634522,1.2757785957291512,1.2754665396080849,1.2752240918224624,1.275030750246881,1.2748735092992791,1.274743722548128,1.2746353835720474,1.274544155092987,1.2744668008736462,1.274400840306894,1.2743443301128916,1.2742957211139887,1.2742537609202351,1.274217425656228,1.2741858706626008,1.2741583939797099,1.274134408691943,1.2741134215793286,1.274095016369286,1.2740788404177363,1.2740645939969644,1.274052021598878,1.274040904819396,1.2740310564987756,1.2740223158700552,1.2740145445238074,1.2740076230387416,1.2740014481587558,1.2739959304207575,1.2739909921559434,1.273986565801637,1.2739825924722172,1.2739790207468003
5,0.005,128,3,1.4051358160739464,1.2901814145709176,1.2828128275749322,1.2815762004119073,1.280339277868023,1.2791395564658208,1.2779833346087222,1.2768684172248579,1.2757927542121825,1.2747543371149939,1.2737511733722187,1.2727812825578504,1.2718427072072094,1.2709335317723316,1.270051904064206,1.26919605506165,1.2683643146394714,1.2675551221969452,1.266767032188178,1.2659987151686816,1.2652489552580426,1.2645166449784444,1.2638007783538407,1.2631004430135184,1.262414811882597,1.26174313488791,1.261084730974379,1.2604389806193026,1.2598053189495544,1.2591832295066083,1.2585722386625957,1.257971910663239,1.257381843256882,1.2568016638599726,1.2562310262058525,1.255669607423769,1.2551171054973578,1.254573237055426,1.2540377354521495,1.2535103490982475
6,0.005,64,1,1.3493193514771837,1.251757676072054,1.2287101928315902,1.2170079558006215,1.2097335179932522,1.2049071718110287,1.2013964496026723,1.1987210195646687,1.1966192154497293,1.1949313965328987,1.1935532138133476,1.1924128993003789,1.1914590879173454,1.1906538496131984,1.1899684841090812,1.1893808583063437,1.1888736460820069,1.188433119931783,1.1880482946498043,1.1877103044664745,1.1874119404063412,1.187147300863391,1.186911524140095,1.1867005815024636,1.1865111156278263,1.1863403135367767,1.1861858059931472,1.18604558739201,1.1859179516201204,1.1858014404452506,1.1856948017870486,1.1855969558202892,1.185506967315185,1.185424022966325,1.1853474127287376,1.185276514386104,1.1852107807367256,1.1851497289082333,1.1850929314103469,1.185040008612361
7,0.005,64,2,1.356031604425849,1.2852846689810873,1.2810003174001885,1.279080121508551,1.277801305078354,1.276966533187795,1.2763861256060332,1.2759603089037006,1.2756345063495511,1.275377160075642,1.2751690496560142,1.2749978321819269,1.2748551657596638,1.2747351476113038,1.2746334348396104,1.274546728882928,1.2744724600198265,1.2744085859671168,1.2743534580604206,1.2743057290025064,1.2742642871225374,1.2742282081340082,1.2741967188208831,1.2741691691020272,1.2741450101448737,1.2741237769570775,1.2741050743673723,1.2740885656216707,1.2740739630308011,1.2740610202502505,1.2740495258731035,1.2740392980896402,1.2740301802199847,1.274022036965767,1.274014751256941,1.2740082215932274,1.274002359798037,1.2739970891173307,1.2739923426076176,1.2739880617668244
8,0.005,64,3,1.3562216494093682,1.286063571886943,1.2830372815232638,1.2818465229682052,1.2806063119173623,1.2794015308558737,1.2782391049871207,1.2771170512868124,1.2760335433543213,1.274986810104385,1.2739750921063298,1.2729966217611424,1.2720496225443714,1.2711323216619743,1.2702429701202893,1.2693798650000299,1.2685413701315993,1.2677259328824717,1.2669320960588872,1.2661585048604074,1.2654039094066856,1.2646671636460542,1.2639472215384235,1.263243131357508,1.2625540288402861,1.2618791297677705,1.261217722417747,1.260569160202121,1.259932854695357,1.2593082691773543,1.2586949127520752,1.258092335059135,1.2575001215657586,1.2569178894076676,1.2563452837366644,1.2557819745275776,1.2552276537960163,1.254682033179671,1.2541448418387133,1.2536158246344866
9,0.005,32,1,1.3056816233967061,1.2399624820492197,1.225511895181654,1.2157277168049085,1.2090380379390606,1.204467586828909,1.2010944062398023,1.1984994636931168,1.196447862682614,1.1947932166034683,1.1934381046294054,1.1923145361602303,1.1913733017440442,1.1905777663022363,1.189900050270197,1.1893185673085414,1.188816370994985,1.1883800058811649,1.1879986859567626,1.1876636933806368,1.1873679300323803,1.1871055778793806,1.1868718385159152,1.1866627313397684,1.186474935797222,1.1863056671485623,1.18615257798741,1.186013679714041,1.1858872795807378,1.185771929966015,1.1856663873060835,1.1855695786915155,1.1854805745766384,1.1853985663852828,1.1853228480552342,1.1852528007640861,1.185187880235158,1.1851276061440899,1.185071553242506,1.1850193438906453
